age,balance,products_number,active_member,churn_risk_score,risk_level
39,0.0,1,0,27.0,Low
51,110610.41,2,1,27.0,Low
32,192122.84,1,1,27.0,Low
37,178755.84,1,0,27.0,Low
37,0.0,2,0,26.0,Low
36,206329.65,1,1,26.0,Low
38,112281.7,1,1,26.0,Low
40,101090.27,1,1,26.0,Low
38,135919.33,1,0,26.0,Low
46,128029.72,1,1,26.0,Low
37,93124.04,2,1,26.0,Low
40,138033.55,1,1,26.0,Low
25,0.0,1,1,26.0,Low
52,105355.81,1,0,26.0,Low
35,128415.45,1,0,26.0,Low
30,32197.64,1,1,26.0,Low
53,0.0,2,1,26.0,Low
47,97023.21,1,1,26.0,Low
31,108822.4,1,1,26.0,Low
44,113522.64,1,1,26.0,Low
36,143680.47,2,1,26.0,Low
40,113348.5,1,1,26.0,Low
36,73211.12,2,0,26.0,Low
37,132730.17,1,0,26.0,Low
56,128882.49,1,1,26.0,Low
33,99106.73,1,0,26.0,Low
29,145294.08,2,0,26.0,Low
39,142406.43,2,0,26.0,Low
31,0.0,1,1,26.0,Low
30,106629.49,1,1,26.0,Low
62,64119.38,1,1,26.0,Low
33,144753.21,1,1,26.0,Low
38,104339.56,1,0,26.0,Low
41,135071.12,1,1,26.0,Low
31,125341.69,1,0,26.0,Low
40,125909.85,1,1,25.0,Low
44,116363.37,2,0,25.0,Low
42,0.0,2,0,25.0,Low
34,152303.8,1,0,25.0,Low
29,119670.18,1,0,25.0,Low
38,73023.17,2,0,25.0,Low
47,86006.21,1,1,25.0,Low
44,0.0,2,0,25.0,Low
42,112419.92,1,1,25.0,Low
35,163943.89,2,1,25.0,Low
22,0.0,1,1,25.0,Low
41,143443.61,1,0,25.0,Low
29,157829.12,1,0,25.0,Low
59,103996.74,1,1,25.0,Low
42,156864.2,2,0,25.0,Low
71,0.0,1,1,25.0,Low
44,49157.09,2,0,25.0,Low
39,150500.64,1,0,25.0,Low
33,129834.67,1,0,25.0,Low
27,124995.98,1,1,25.0,Low
48,123764.95,1,1,25.0,Low
39,0.0,2,0,25.0,Low
37,0.0,1,1,25.0,Low
34,0.0,1,0,25.0,Low
38,120599.21,1,0,25.0,Low
40,145536.9,1,1,25.0,Low
26,102073.67,2,0,24.0,Low
35,0.0,1,1,24.0,Low
39,111233.09,1,1,24.0,Low
34,149940.04,2,0,24.0,Low
38,85982.07,1,0,24.0,Low
34,117451.47,1,0,24.0,Low
58,122330.7,2,1,24.0,Low
30,0.0,1,0,24.0,Low
42,138650.49,2,0,24.0,Low
51,174397.21,2,1,24.0,Low
38,142263.45,1,1,24.0,Low
38,0.0,2,0,24.0,Low
63,162278.32,1,1,24.0,Low
41,0.0,2,0,24.0,Low
41,91612.91,1,1,24.0,Low
35,165692.91,1,1,24.0,Low
48,101238.24,2,1,24.0,Low
28,109161.25,1,0,24.0,Low
31,0.0,1,1,24.0,Low
36,126477.42,1,0,24.0,Low
34,0.0,1,0,23.0,Low
64,175754.87,2,1,23.0,Low
40,45408.85,2,0,23.0,Low
45,144889.18,1,1,23.0,Low
36,65253.07,2,0,23.0,Low
36,97234.58,1,0,23.0,Low
39,97819.36,1,1,23.0,Low
37,153366.13,1,1,23.0,Low
54,0.0,2,1,23.0,Low
38,103895.31,1,1,23.0,Low
41,179904.0,1,1,23.0,Low
34,135549.9,1,0,23.0,Low
34,54980.81,1,1,23.0,Low
34,164757.56,1,0,23.0,Low
40,97001.36,2,0,23.0,Low
54,78126.28,1,1,23.0,Low
46,0.0,2,0,23.0,Low
35,104508.1,1,1,23.0,Low
34,164011.48,1,0,23.0,Low
44,134066.1,2,1,23.0,Low
39,0.0,1,1,23.0,Low
38,142289.28,1,1,22.0,Low
26,135889.13,1,1,22.0,Low
24,108528.07,2,0,22.0,Low
40,163823.37,1,0,22.0,Low
44,157955.83,2,0,22.0,Low
40,176914.8,1,1,22.0,Low
34,176311.36,1,0,22.0,Low
36,91132.18,1,0,22.0,Low
64,136770.67,1,1,22.0,Low
39,47685.47,2,1,22.0,Low
23,139224.92,2,0,22.0,Low
32,0.0,1,0,22.0,Low
51,0.0,2,1,22.0,Low
37,113899.92,1,0,22.0,Low
43,157960.49,2,0,22.0,Low
30,110153.27,1,1,22.0,Low
51,116197.65,2,1,22.0,Low
41,112871.19,2,1,22.0,Low
33,83134.3,1,0,22.0,Low
50,94748.76,2,1,22.0,Low
43,127806.91,1,1,22.0,Low
40,93183.19,1,0,22.0,Low
30,0.0,1,1,22.0,Low
34,0.0,2,0,22.0,Low
41,122545.65,2,1,22.0,Low
54,137986.58,2,1,22.0,Low
35,0.0,2,0,22.0,Low
37,103772.45,1,0,21.0,Low
39,111169.91,1,0,21.0,Low
34,146679.77,1,0,21.0,Low
30,57809.32,1,0,21.0,Low
38,151766.71,1,1,21.0,Low
42,146766.72,2,1,21.0,Low
39,135096.77,1,1,21.0,Low
35,129847.75,2,0,21.0,Low
44,168396.34,1,1,21.0,Low
34,0.0,1,0,21.0,Low
42,157498.9,1,1,21.0,Low
36,148061.89,1,0,21.0,Low
28,95357.49,1,0,21.0,Low
43,0.0,2,0,21.0,Low
35,112727.06,2,0,21.0,Low
40,140197.71,2,0,21.0,Low
20,167685.56,1,0,21.0,Low
67,130652.52,1,1,21.0,Low
39,133191.19,2,1,21.0,Low
31,148913.72,2,0,21.0,Low
28,124540.28,1,1,21.0,Low
46,99786.07,1,1,21.0,Low
42,118546.71,1,1,21.0,Low
38,134811.3,1,0,21.0,Low
34,125566.9,1,1,21.0,Low
32,138901.61,1,0,21.0,Low
36,0.0,1,0,21.0,Low
36,108239.11,2,0,21.0,Low
37,134560.62,1,0,21.0,Low
30,0.0,2,0,21.0,Low
35,133087.76,1,0,21.0,Low
43,121152.05,2,0,21.0,Low
28,116755.5,2,1,21.0,Low
28,142574.71,2,0,21.0,Low
43,136487.86,2,0,21.0,Low
29,0.0,1,1,20.0,Low
39,0.0,2,1,20.0,Low
39,129626.19,2,1,20.0,Low
47,0.0,2,0,20.0,Low
36,117864.85,2,0,20.0,Low
35,147936.42,1,1,20.0,Low
26,0.0,1,0,20.0,Low
42,0.0,2,0,20.0,Low
40,101514.89,1,1,20.0,Low
24,79263.9,1,1,20.0,Low
39,0.0,1,1,20.0,Low
37,94901.09,1,1,20.0,Low
21,98993.02,1,1,20.0,Low
38,72594.0,1,1,20.0,Low
32,80262.66,1,0,20.0,Low
69,78833.15,2,1,20.0,Low
35,125920.98,1,1,20.0,Low
36,118520.26,1,0,20.0,Low
84,92242.34,1,1,20.0,Low
34,106937.05,2,0,20.0,Low
46,0.0,2,0,20.0,Low
40,110340.68,1,1,20.0,Low
26,114450.32,1,1,20.0,Low
36,156948.41,1,1,19.0,Low
35,90413.12,1,1,19.0,Low
33,83199.05,1,0,19.0,Low
33,124573.33,2,0,19.0,Low
31,102016.72,2,0,19.0,Low
54,171137.62,1,1,19.0,Low
30,0.0,3,1,19.0,Low
30,153972.89,2,0,19.0,Low
35,124580.69,1,1,19.0,Low
42,102870.93,1,1,19.0,Low
34,91622.42,1,1,19.0,Low
38,174937.64,1,0,19.0,Low
44,91115.76,2,0,19.0,Low
27,90971.85,1,1,19.0,Low
23,104753.84,2,0,19.0,Low
32,191775.65,1,0,19.0,Low
35,107944.33,2,0,19.0,Low
36,126598.99,2,1,19.0,Low
34,117593.48,2,0,19.0,Low
24,101195.23,1,0,19.0,Low
37,0.0,1,1,19.0,Low
67,149436.73,2,1,19.0,Low
48,167997.6,1,1,19.0,Low
34,185734.75,1,1,19.0,Low
28,96381.68,2,0,18.0,Low
39,0.0,1,1,18.0,Low
36,0.0,2,0,18.0,Low
45,105525.65,2,1,18.0,Low
35,87619.29,1,0,18.0,Low
35,82453.96,2,0,18.0,Low
39,101851.8,2,0,18.0,Low
38,0.0,1,1,18.0,Low
38,125385.49,2,1,18.0,Low
37,117271.8,2,0,18.0,Low
29,102609.0,1,0,18.0,Low
33,164704.38,1,1,18.0,Low
92,126076.24,2,1,18.0,Low
45,105266.32,2,1,18.0,Low
39,117103.26,2,1,18.0,Low
46,0.0,2,1,18.0,Low
38,132951.92,1,1,18.0,Low
58,152199.33,1,1,18.0,Low
33,96759.42,1,1,18.0,Low
32,0.0,1,1,18.0,Low
57,138456.03,2,1,18.0,Low
32,141827.33,2,1,18.0,Low
27,125167.74,1,0,18.0,Low
69,163975.09,1,1,18.0,Low
18,90544.0,1,1,18.0,Low
67,103267.8,1,1,18.0,Low
29,209490.21,1,1,18.0,Low
38,126645.13,1,1,18.0,Low
25,174330.35,2,0,18.0,Low
60,125389.7,2,1,18.0,Low
25,82506.72,2,0,18.0,Low
30,191091.74,2,1,18.0,Low
41,79857.64,1,1,18.0,Low
39,130694.89,2,1,18.0,Low
26,139584.57,1,0,18.0,Low
39,0.0,2,0,18.0,Low
36,123187.51,1,1,17.0,Low
42,161651.37,2,1,17.0,Low
59,119152.1,2,1,17.0,Low
38,124483.53,1,0,17.0,Low
29,120307.58,1,1,17.0,Low
49,116622.73,1,1,17.0,Low
33,158456.76,1,1,17.0,Low
39,132077.48,2,0,17.0,Low
38,134006.77,1,0,17.0,Low
41,147974.16,2,0,17.0,Low
21,87096.82,2,0,17.0,Low
32,96408.98,1,1,17.0,Low
35,127510.99,1,1,17.0,Low
28,160376.61,1,0,17.0,Low
32,139626.01,1,1,17.0,Low
41,94521.17,2,0,17.0,Low
28,84121.04,1,1,17.0,Low
31,152622.34,1,0,17.0,Low
33,122531.86,1,0,17.0,Low
38,122267.85,1,0,17.0,Low
41,126773.43,1,1,17.0,Low
35,114193.24,1,0,17.0,Low
31,97338.19,2,0,17.0,Low
31,0.0,1,1,17.0,Low
33,150092.8,1,0,17.0,Low
41,200117.76,2,0,17.0,Low
73,0.0,1,1,17.0,Low
40,95624.36,2,1,17.0,Low
18,134796.87,2,1,17.0,Low
40,144757.97,2,1,17.0,Low
26,118097.87,1,0,17.0,Low
52,0.0,2,1,17.0,Low
25,111432.13,1,1,17.0,Low
51,0.0,2,0,17.0,Low
38,138731.95,1,1,17.0,Low
43,85162.26,1,1,17.0,Low
33,89968.69,1,0,16.0,Low
67,151858.98,1,1,16.0,Low
35,0.0,1,0,16.0,Low
33,125789.69,1,0,16.0,Low
33,117413.95,1,1,16.0,Low
29,197200.04,2,0,16.0,Low
29,130306.49,1,0,16.0,Low
30,111099.79,2,0,16.0,Low
62,0.0,1,1,16.0,Low
40,0.0,2,0,16.0,Low
34,162691.16,2,0,16.0,Low
38,54901.01,1,1,16.0,Low
30,70729.17,1,1,16.0,Low
28,0.0,2,1,16.0,Low
33,156297.58,2,1,16.0,Low
30,0.0,2,0,16.0,Low
32,137714.25,1,1,16.0,Low
42,187534.79,1,1,16.0,Low
51,0.0,2,1,16.0,Low
37,108269.37,1,0,16.0,Low
33,160777.9,1,1,16.0,Low
37,146748.07,1,1,16.0,Low
42,75075.31,2,0,16.0,Low
39,102025.08,2,0,16.0,Low
26,98684.15,1,0,16.0,Low
28,61581.97,1,1,16.0,Low
31,0.0,1,1,16.0,Low
46,0.0,2,0,16.0,Low
39,70657.61,2,1,16.0,Low
38,115341.55,1,1,16.0,Low
68,82547.11,2,1,16.0,Low
40,134320.23,2,0,16.0,Low
40,155455.43,1,1,16.0,Low
50,160139.59,2,1,16.0,Low
34,132352.69,1,0,16.0,Low
41,123428.69,1,1,16.0,Low
24,57929.81,2,0,15.0,Low
31,0.0,1,1,15.0,Low
39,130051.66,2,0,15.0,Low
35,124151.09,1,0,15.0,Low
29,96462.25,2,1,15.0,Low
29,59697.17,2,1,15.0,Low
49,0.0,2,1,15.0,Low
71,149105.08,1,1,15.0,Low
29,0.0,1,0,15.0,Low
63,97009.15,1,1,15.0,Low
45,0.0,2,1,15.0,Low
37,140211.88,1,1,15.0,Low
38,96939.06,1,1,15.0,Low
34,146407.11,1,1,15.0,Low
28,0.0,2,0,15.0,Low
29,0.0,1,0,15.0,Low
32,123403.85,2,0,15.0,Low
45,84692.5,1,1,15.0,Low
42,77002.2,2,1,15.0,Low
26,105522.06,1,0,15.0,Low
35,135984.15,2,0,15.0,Low
59,113657.83,1,1,15.0,Low
25,0.0,1,1,15.0,Low
31,156111.24,1,0,15.0,Low
23,115636.05,2,0,15.0,Low
32,169089.38,2,0,15.0,Low
35,166518.63,2,0,15.0,Low
39,0.0,2,0,15.0,Low
25,137712.01,1,1,15.0,Low
45,103821.47,2,1,15.0,Low
31,109052.59,2,1,15.0,Low
68,153545.11,1,1,15.0,Low
32,40172.91,1,1,15.0,Low
23,113923.81,2,0,15.0,Low
23,113758.48,2,0,15.0,Low
40,47869.69,2,1,15.0,Low
29,0.0,1,1,14.0,Low
23,151097.28,1,1,14.0,Low
76,130334.84,2,1,14.0,Low
34,117731.79,2,1,14.0,Low
32,79450.09,1,1,14.0,Low
28,77776.39,1,0,14.0,Low
29,103907.28,1,0,14.0,Low
42,88120.97,2,1,14.0,Low
27,132576.25,1,0,14.0,Low
31,55732.92,2,1,14.0,Low
42,0.0,2,0,14.0,Low
29,132954.64,1,1,14.0,Low
38,154763.21,2,1,14.0,Low
43,119654.44,2,1,14.0,Low
48,0.0,2,1,14.0,Low
28,118890.81,1,1,14.0,Low
37,0.0,2,0,14.0,Low
30,135370.12,1,1,14.0,Low
27,152283.39,1,0,14.0,Low
33,101286.11,1,1,14.0,Low
37,88141.1,1,0,14.0,Low
22,114415.84,1,1,14.0,Low
37,0.0,2,1,14.0,Low
27,117578.35,2,1,14.0,Low
41,0.0,2,1,14.0,Low
32,108235.91,1,1,14.0,Low
27,155879.09,2,0,14.0,Low
25,0.0,1,1,14.0,Low
40,162261.01,2,0,14.0,Low
43,85957.88,2,0,14.0,Low
25,0.0,1,1,14.0,Low
33,111060.05,2,0,14.0,Low
46,0.0,2,0,13.0,Low
33,0.0,1,0,13.0,Low
28,200724.96,1,1,13.0,Low
31,61211.18,1,1,13.0,Low
34,134260.36,2,0,13.0,Low
38,130015.24,1,1,13.0,Low
32,111589.33,1,1,13.0,Low
39,157691.98,2,0,13.0,Low
38,115463.16,1,0,13.0,Low
45,0.0,2,0,13.0,Low
35,118894.22,1,0,13.0,Low
38,88758.95,2,0,13.0,Low
37,130622.34,2,1,13.0,Low
38,86977.96,1,1,13.0,Low
38,88293.13,2,1,13.0,Low
35,110046.93,2,0,13.0,Low
24,140453.91,1,0,13.0,Low
25,130866.19,1,0,13.0,Low
34,53299.96,2,1,13.0,Low
35,124525.52,1,1,13.0,Low
33,0.0,2,1,13.0,Low
37,118433.94,1,1,13.0,Low
33,183768.47,1,0,13.0,Low
31,155271.83,1,1,13.0,Low
28,95328.6,1,0,13.0,Low
30,205770.78,2,0,13.0,Low
34,78829.53,1,1,13.0,Low
44,165326.2,1,1,13.0,Low
33,0.0,2,0,13.0,Low
67,94203.8,1,1,13.0,Low
69,105303.73,1,1,13.0,Low
27,90721.52,2,0,13.0,Low
27,135096.05,1,1,13.0,Low
23,126873.52,1,1,13.0,Low
43,112088.04,2,1,13.0,Low
43,0.0,2,1,13.0,Low
35,104783.81,2,1,12.0,Low
41,0.0,2,0,12.0,Low
30,107499.7,1,1,12.0,Low
25,106570.34,2,1,12.0,Low
43,0.0,2,0,12.0,Low
55,0.0,2,1,12.0,Low
31,58662.92,2,1,12.0,Low
34,0.0,2,0,12.0,Low
33,174912.72,1,1,12.0,Low
38,71667.97,2,0,12.0,Low
32,106301.85,2,1,12.0,Low
30,140916.81,1,0,12.0,Low
34,110717.38,1,1,12.0,Low
25,74237.2,2,1,12.0,Low
36,152606.82,1,1,12.0,Low
37,111852.84,2,0,12.0,Low
38,148045.68,1,0,12.0,Low
37,97324.91,1,0,12.0,Low
31,78990.15,1,1,12.0,Low
32,147511.26,1,1,12.0,Low
27,123599.49,2,0,12.0,Low
24,148298.59,2,0,12.0,Low
43,69014.49,2,0,12.0,Low
77,80926.02,2,1,12.0,Low
36,131307.11,1,0,12.0,Low
25,94049.92,2,0,12.0,Low
41,0.0,2,1,12.0,Low
32,175214.71,1,1,12.0,Low
38,163965.69,2,1,12.0,Low
24,97378.54,1,1,12.0,Low
22,154377.3,1,1,12.0,Low
38,128718.78,1,0,12.0,Low
38,0.0,2,0,12.0,Low
40,0.0,2,1,12.0,Low
35,115651.6,2,1,12.0,Low
35,96473.59,1,0,12.0,Low
36,104702.65,2,0,12.0,Low
44,0.0,2,1,12.0,Low
36,0.0,2,1,12.0,Low
39,96863.13,1,1,12.0,Low
33,151233.62,1,0,12.0,Low
37,0.0,2,0,12.0,Low
40,139930.18,1,1,12.0,Low
34,147487.23,2,0,12.0,Low
36,101583.11,2,0,12.0,Low
38,0.0,2,0,12.0,Low
29,129514.99,1,1,12.0,Low
35,163856.76,1,1,11.0,Low
50,0.0,2,1,11.0,Low
40,114005.78,1,1,11.0,Low
38,125903.22,2,1,11.0,Low
44,98009.13,2,1,11.0,Low
43,127132.96,1,1,11.0,Low
66,0.0,1,1,11.0,Low
30,90963.49,1,1,11.0,Low
40,99886.42,2,1,11.0,Low
33,84557.82,1,1,11.0,Low
48,0.0,2,1,11.0,Low
45,0.0,2,1,11.0,Low
32,118879.35,2,1,11.0,Low
71,0.0,2,1,11.0,Low
25,78247.31,2,1,11.0,Low
63,0.0,2,1,11.0,Low
35,174588.8,2,1,11.0,Low
25,182876.88,2,1,11.0,Low
32,123157.95,1,0,11.0,Low
35,128993.76,2,0,11.0,Low
30,0.0,2,0,11.0,Low
57,0.0,2,1,11.0,Low
29,145471.37,1,0,11.0,Low
24,161884.99,1,1,11.0,Low
46,0.0,2,0,11.0,Low
31,120962.59,1,0,11.0,Low
26,101440.36,2,1,11.0,Low
36,136980.23,2,1,11.0,Low
22,108117.1,1,1,11.0,Low
48,0.0,2,1,11.0,Low
32,144272.07,2,0,11.0,Low
35,155621.08,1,1,11.0,Low
27,0.0,1,1,11.0,Low
42,0.0,2,1,11.0,Low
28,0.0,2,0,11.0,Low
31,132876.55,1,1,11.0,Low
35,121968.11,2,1,11.0,Low
39,167557.12,1,1,11.0,Low
36,68348.18,2,1,11.0,Low
41,132838.07,1,1,11.0,Low
42,0.0,2,0,11.0,Low
36,154525.7,1,1,11.0,Low
33,83501.66,2,0,11.0,Low
35,176273.95,1,1,11.0,Low
31,121691.54,2,0,11.0,Low
39,80615.46,2,0,11.0,Low
41,150463.11,2,1,11.0,Low
35,0.0,2,0,10.0,Low
33,0.0,2,0,10.0,Low
38,72286.84,2,1,10.0,Low
33,149564.61,1,0,10.0,Low
32,91956.49,1,1,10.0,Low
44,140393.65,2,1,10.0,Low
31,67238.98,2,1,10.0,Low
26,75237.54,1,1,10.0,Low
40,0.0,2,0,10.0,Low
30,156660.72,2,0,10.0,Low
24,0.0,2,0,10.0,Low
37,111432.77,2,1,10.0,Low
24,110949.41,1,1,10.0,Low
19,150348.37,1,1,10.0,Low
29,86616.35,1,0,10.0,Low
50,0.0,2,1,10.0,Low
28,141038.57,2,0,10.0,Low
36,137688.71,1,1,10.0,Low
38,126444.08,2,1,10.0,Low
35,127290.61,1,0,10.0,Low
24,0.0,2,1,10.0,Low
32,106957.28,1,1,10.0,Low
37,100252.18,1,1,10.0,Low
36,130700.92,2,0,10.0,Low
26,155739.76,1,0,10.0,Low
28,82498.14,2,0,10.0,Low
27,100912.19,1,0,10.0,Low
30,113672.18,2,0,10.0,Low
31,91125.75,1,0,10.0,Low
67,103101.56,2,1,10.0,Low
44,0.0,2,0,10.0,Low
29,140170.61,1,1,10.0,Low
33,129574.98,1,1,10.0,Low
33,137847.41,2,0,10.0,Low
36,0.0,2,0,10.0,Low
36,115617.24,1,1,10.0,Low
36,104077.19,2,1,10.0,Low
33,153663.27,1,0,10.0,Low
34,96645.54,2,0,10.0,Low
43,0.0,2,0,9.0,Low
42,0.0,2,0,9.0,Low
31,136067.82,2,0,9.0,Low
29,112367.34,1,0,9.0,Low
29,131968.57,2,1,9.0,Low
44,0.0,2,0,9.0,Low
30,115479.48,2,1,9.0,Low
35,133111.73,1,1,9.0,Low
32,110559.46,1,1,9.0,Low
46,0.0,2,1,9.0,Low
30,63669.42,1,0,9.0,Low
24,87413.19,1,0,9.0,Low
44,0.0,2,0,9.0,Low
38,135289.33,2,1,9.0,Low
28,0.0,2,1,9.0,Low
63,0.0,2,1,9.0,Low
35,117438.92,2,1,9.0,Low
43,0.0,2,1,9.0,Low
62,0.0,2,1,9.0,Low
59,0.0,2,1,9.0,Low
43,0.0,2,1,9.0,Low
61,0.0,2,1,9.0,Low
25,90920.75,1,1,9.0,Low
32,124179.3,1,1,9.0,Low
40,166776.6,2,1,9.0,Low
24,85089.3,1,1,9.0,Low
38,122570.87,1,1,9.0,Low
32,71667.74,1,1,9.0,Low
30,109805.3,1,1,9.0,Low
32,127849.38,1,0,9.0,Low
37,0.0,2,0,9.0,Low
35,74988.59,2,1,9.0,Low
31,135213.71,1,1,9.0,Low
74,161434.36,2,1,9.0,Low
26,174318.13,2,1,9.0,Low
34,133598.4,1,1,9.0,Low
35,0.0,2,1,9.0,Low
38,143006.7,1,1,9.0,Low
41,0.0,2,1,9.0,Low
48,0.0,2,1,9.0,Low
33,111379.55,1,1,9.0,Low
32,88938.62,1,1,9.0,Low
27,0.0,2,0,9.0,Low
28,145605.44,1,1,9.0,Low
26,165947.99,2,1,9.0,Low
66,159732.02,1,1,9.0,Low
29,105767.28,2,0,9.0,Low
35,100988.39,2,0,9.0,Low
53,0.0,2,1,9.0,Low
33,65667.79,2,0,9.0,Low
25,121702.73,1,1,9.0,Low
34,108653.93,1,1,9.0,Low
29,153040.03,1,1,9.0,Low
20,137624.4,2,1,8.0,Low
34,112572.39,1,0,8.0,Low
35,121952.75,2,1,8.0,Low
37,0.0,2,1,8.0,Low
53,0.0,2,1,8.0,Low
31,121237.65,1,1,8.0,Low
66,0.0,2,1,8.0,Low
33,136082.0,1,0,8.0,Low
45,0.0,2,0,8.0,Low
33,0.0,2,0,8.0,Low
30,0.0,1,1,8.0,Low
40,0.0,2,1,8.0,Low
35,102742.91,2,1,8.0,Low
39,0.0,2,0,8.0,Low
26,86270.93,2,1,8.0,Low
60,0.0,2,1,8.0,Low
23,0.0,2,0,8.0,Low
28,134571.5,1,1,8.0,Low
32,85615.66,2,0,8.0,Low
29,125689.29,1,1,8.0,Low
24,103097.85,1,1,8.0,Low
48,0.0,2,1,8.0,Low
34,65812.35,2,1,8.0,Low
27,123826.07,1,1,8.0,Low
22,0.0,2,0,8.0,Low
26,107508.93,2,1,8.0,Low
41,0.0,2,0,8.0,Low
36,145387.32,2,1,8.0,Low
29,148874.01,2,1,8.0,Low
40,0.0,2,0,8.0,Low
47,0.0,2,0,8.0,Low
36,89800.14,1,1,8.0,Low
30,128262.72,2,0,8.0,Low
34,0.0,2,1,8.0,Low
43,0.0,2,1,8.0,Low
32,0.0,2,1,8.0,Low
35,0.0,2,0,8.0,Low
37,0.0,2,0,8.0,Low
61,0.0,2,1,8.0,Low
24,110495.27,1,0,8.0,Low
33,125241.17,2,1,8.0,Low
18,176139.5,2,0,8.0,Low
26,78892.23,1,1,8.0,Low
21,0.0,2,1,8.0,Low
30,80964.57,2,0,8.0,Low
37,98400.61,2,0,8.0,Low
31,88421.81,1,0,8.0,Low
43,0.0,2,0,8.0,Low
31,89688.94,1,1,8.0,Low
24,107637.97,2,1,8.0,Low
21,123200.78,1,1,8.0,Low
35,102050.47,1,1,8.0,Low
25,0.0,2,1,8.0,Low
28,99152.73,2,0,8.0,Low
62,0.0,2,1,8.0,Low
34,115897.12,1,1,8.0,Low
27,116320.68,1,1,7.0,Low
38,110641.18,1,1,7.0,Low
37,69143.91,2,1,7.0,Low
39,0.0,2,1,7.0,Low
34,142929.16,2,1,7.0,Low
33,96769.04,1,1,7.0,Low
30,103804.97,1,1,7.0,Low
43,84673.17,2,1,7.0,Low
55,0.0,2,1,7.0,Low
30,137851.31,1,0,7.0,Low
24,0.0,2,0,7.0,Low
26,205962.0,1,0,7.0,Low
49,0.0,2,1,7.0,Low
36,0.0,2,0,7.0,Low
45,0.0,2,1,7.0,Low
33,102874.28,1,0,7.0,Low
40,0.0,2,1,7.0,Low
33,123082.08,1,0,7.0,Low
30,83181.29,1,1,7.0,Low
38,130233.14,1,1,7.0,Low
37,0.0,2,1,7.0,Low
36,102603.3,2,1,7.0,Low
24,69881.09,2,1,7.0,Low
34,0.0,2,0,7.0,Low
45,0.0,2,0,7.0,Low
37,125529.55,1,1,7.0,Low
32,94753.55,2,1,7.0,Low
33,118392.75,1,1,7.0,Low
37,0.0,2,1,7.0,Low
44,0.0,2,1,7.0,Low
38,0.0,2,0,7.0,Low
30,144684.03,1,1,7.0,Low
33,72535.45,1,1,7.0,Low
32,147506.25,1,1,7.0,Low
49,0.0,2,1,7.0,Low
30,141441.75,1,1,7.0,Low
69,93320.8,1,1,7.0,Low
30,0.0,2,0,7.0,Low
33,126588.81,2,1,7.0,Low
79,0.0,2,1,7.0,Low
26,110654.02,1,1,7.0,Low
41,0.0,2,0,7.0,Low
24,122109.78,1,1,7.0,Low
35,0.0,2,0,7.0,Low
37,0.0,2,0,7.0,Low
35,0.0,2,1,7.0,Low
49,0.0,2,1,7.0,Low
27,141223.68,2,0,7.0,Low
23,0.0,2,0,7.0,Low
31,98360.03,1,0,7.0,Low
32,142188.2,2,1,7.0,Low
33,127343.4,1,1,7.0,Low
41,70349.48,2,1,7.0,Low
34,86055.17,2,1,7.0,Low
36,124445.52,1,0,7.0,Low
36,116275.12,1,1,7.0,Low
26,57422.62,1,1,7.0,Low
32,108698.96,2,1,7.0,Low
50,0.0,2,0,7.0,Low
27,122550.05,2,1,7.0,Low
46,0.0,2,1,7.0,Low
33,132150.26,2,0,7.0,Low
28,112070.44,1,1,7.0,Low
32,62321.62,1,1,7.0,Low
32,90322.99,2,1,6.0,Low
30,84440.1,2,1,6.0,Low
28,121164.11,1,1,6.0,Low
31,96399.31,2,0,6.0,Low
34,91562.99,1,1,6.0,Low
39,92126.26,2,0,6.0,Low
26,100446.57,1,1,6.0,Low
46,0.0,2,1,6.0,Low
40,0.0,2,0,6.0,Low
33,154969.79,2,1,6.0,Low
29,0.0,1,0,6.0,Low
30,104145.65,1,0,6.0,Low
34,146178.13,2,1,6.0,Low
36,135216.8,1,1,6.0,Low
32,179305.09,1,1,6.0,Low
82,0.0,2,1,6.0,Low
35,106836.67,2,0,6.0,Low
27,113174.21,2,0,6.0,Low
36,145747.67,2,1,6.0,Low
52,0.0,2,1,6.0,Low
31,145260.23,1,1,6.0,Low
36,97530.25,1,1,6.0,Low
31,79340.95,1,0,6.0,Low
33,145731.83,1,1,6.0,Low
35,137179.39,1,1,6.0,Low
30,94443.77,1,1,6.0,Low
33,137853.0,1,1,6.0,Low
57,0.0,2,1,6.0,Low
31,104158.84,1,0,6.0,Low
41,102827.44,1,1,6.0,Low
28,114731.76,2,1,6.0,Low
22,125265.61,1,1,6.0,Low
34,185173.81,2,0,6.0,Low
28,108601.0,1,1,6.0,Low
48,0.0,2,1,6.0,Low
20,0.0,2,0,6.0,Low
40,0.0,2,0,6.0,Low
43,0.0,2,0,6.0,Low
22,100885.93,2,1,6.0,Low
29,108541.04,1,1,6.0,Low
24,108058.07,2,1,6.0,Low
38,0.0,2,0,6.0,Low
34,0.0,2,1,6.0,Low
32,97514.07,1,1,6.0,Low
20,119714.25,2,1,6.0,Low
75,0.0,2,1,6.0,Low
37,152958.29,2,1,6.0,Low
35,110349.82,1,0,6.0,Low
41,0.0,2,1,6.0,Low
36,0.0,2,0,6.0,Low
61,0.0,2,1,6.0,Low
32,134446.04,1,1,6.0,Low
31,137260.45,2,0,6.0,Low
40,0.0,2,1,6.0,Low
20,0.0,2,0,6.0,Low
31,0.0,2,0,6.0,Low
54,0.0,2,1,6.0,Low
33,107868.14,2,1,6.0,Low
